,titulo,tipo_inmueble,precio,latitud,longitud,tamaño_m2,habitaciones,banios,direccion,descripcion,caracteristicas,url,precio_x_m2,distrito
118,"Departamento en venta Urb La Colina, Jacobo Hunter, Perú",departamento,68000.0,-16.437925,-71.560155,104.3,3.0,3.0,"Urb la colina, jacobo hunter, perú","DEPARTAMENTO EN  VENTA EN CASCO GRIS UBICADO EN LA URBANIZACIÓN LA COLINA - HUNTER A ESPALDAS DE METRO   EN CUARTO PISO CON EXCLENTE VISTA,  CLIMA CALIDO Y  MUY ILUMINADO   CONSTA DE:   SALA/COMEDOR   COCINA   LAVANDERÍA   BAÑO SOCIAL   1 HABITACIÓN PRINCIPAL CON ESPACIO PARA CLOSET Y CON BAÑO   2 HABITACIONES SECUNDARIAS CON ESPACIO PARA CLOSETS   1 BAÑO COMPLETO QUE COMPARTEN LAS DOS HABITACIONES SECUNDARIAS    NOTA: EL DEPARTAMENTO SE ENTREGA EN CASCO GRIS, SIN ACABADOS   NO CUENTA CON SERVICIO DE AGUA, DESAGÜE Y LUZ, UNA VES REALIZADA LA VENTA LA PROPIETARIA SE ENCARGARÁ DE SOLICITAR LOS SERVICIOS       AYME RAMOS - 95376---- ... Mostrar","Amoblado: Sin amoblar Año de construcción: 2,022",https://www.laencontre.com.pe/inmueble/cd66-952d-e14c0a86-2126e7e269ba-4f3f,651.9654841802493,desconocido
119,"Departamento en venta Av. Aviación 600, Cerro Colorado 04017, Perú",departamento,115000.0,-16.37621006,-71.55710193,115.0,3.0,3.0,"Av. aviación 600, cerro colorado 04017, perú","VENTA de Hermoso Departamento en urbanización cerrada de Cerro Colorado, seguridad las 24 horas. Cercano a Mall Metro-Paris, cuenta con una excelente conectividad hacia Avenida Ejercito, colegios, farmacias, centros financieros, etc.   Full iluminación natural, amplias habitaciones, consta de 3 habitaciones, la habitación principal con balcón y baño privado, sala comedor, cocina en mesada de granito, viene con cocina campana y horno, lavandería. El ...  departamento cuenta con una muy buena distribución. Frente a parque, cuarto Piso.   AREA DEL DEPARTAMENTO: 115m²   *01 Estacionamiento, el acceso al departamento es por gradas.      ***PAQUETE OFERTA***   1 DEPARTAMENTO Cuarto piso 170m²   1 MINI DEPARTAMENTO quinto piso 70m²   1 TERRAZA AIRES 30m²   1 COCHERA   TODO POR EL PRECIO DE $ 170 MIL DOLARES !!! Mostrar","Amoblado: Semi-amoblado Balcón Armario empotrado Línea Blanca Internet Año de construcción: 2,019 Cisterna Caseta de vigilancia Seguridad privada Cerca a avenidas principales Cerca a Centro Comercial Cerca de parques Vista panorámica",https://www.laencontre.com.pe/inmueble/583418,1000.0,cerro colorado
120,"Departamento en venta Cerro Colorado, Arequipa",departamento,119000.0,-16.3719918,-71.5573571,124.74,3.0,3.0,"Cerro Colorado, Arequipa","Departamento en TERCER piso en urbanización privada, con buena iluminación, excelente clima y vigilancia las 24 horas.   Cuenta con acceso a avenidas principales (Av. Aviación), cerca de iglesias (iglesia de Cerro Colorado), centros comerciales (Mall Arequipa Center), centros de abasto, cafeterías, grifos y otros servicios.      Edificio de 5 pisos   • Área total 124.74 m2   • Estacionamiento  14.08 m2   • Terraza 7.50 m2   Descripción:   - Sala   - Comedor   - Baño social   - Cocina con reposteros altos y bajos   - Alacena   - Estudio   - Hall   - 3 habitaciones con closet   La habitación principal con baño incorporado   Las otras 2 habitaciones comparten un baño   - Lavandería   - Espacio de terraza en sexto piso   - Cerca a parque   - El precio incluye cochera      GILDA VALVERDE -  Ver teléfono ... Mostrar","Amoblado: Sin amoblar Balcón Año de construcción: 2,013 Cerca a avenidas principales Cerca a Centro Comercial",https://www.laencontre.com.pe/inmueble/f2e2-a181-4a4e9b74-94f160f20b61-410d,953.9842873176207,cerro colorado
121,"Departamento en venta Sachaca, Arequipa",departamento,135000.0,-16.4155492,-71.5942784,123.5,3.0,2.0,"Sachaca, Arequipa","TIENE ESPECTACULAR VISTA A LA CAMPIÑA, EXCELENTE CLIMA, CERCANIA A PRINCIPALES COLEGIOS DE LA CIUDAD      URBANIZACION CUENTA CON VIGILANCIA 24/7, INFRAESTRUTURA 100% ANTISÍSMICA.      DESCRIPCIÓN:   - SALA - COMEDOR.   - COCINA.   - 02 BAÑOS FAMILIARES COMPLETOS.   - 03 DORMITORIOS (01 PPAL) 02 SECUNDARIOS.   - LAVANDERIA EN 2DO NIVEL.   - COCHERA (13.5 M2).      ÁREA CONSTRUIDA: 100 M2.   ÁREA LIBRE: 10 M2.   ÁREA OCUPADA: 123.5 M2.","Amoblado: Sin amoblar Armario empotrado Balcón Año de construcción: 1,990 Estacionamientos Caseta de vigilancia Seguridad privada Caseta de vigilancia Cerca a Centro Comercial Cerca de parques Vista panorámica",https://www.laencontre.com.pe/inmueble/f0ad-ae7b-566ae4b6-9b8c8fe72128-1273,1093.1174089068827,sachaca
122,"Departamento en venta Tiabaya, Arequipa",departamento,87000.0,-16.447116,-71.594124,106.68,3.0,2.0,"Tiabaya, Arequipa",DEPARTAMENTOS EN TIABAYA EN CONDOMINIO      En ZONA EXCLUSIVA de Tiabaya (Urbanización Hacienda Real)      - Edificio ecoamigable de 5 plantas       - Estacionamientos (se venden a parte a $ 9000)      - Ascensor para discapacitados      - Zona de parrillas      - Terraza de usos multiples      - Increíble vista a la campiña             DEPARTAMENTOS TIPO FLAT      - 3 habitaciones      - 2 baños (social y privado)      - Patio      - Sala comedor cocina      AREA: 94.82 M2 - 106.68 M2    ,Balcón Armario empotrado Estacionamientos Ascensor Cerca de parques Vista panorámica,https://www.laencontre.com.pe/inmueble/3ddd-b0a4-a6794983-1cda96238745-36b3,815.5230596175478,tiabaya
123,"Departamento en venta Arequipa Distrito, Arequipa",departamento,175000.0,-16.4086078,-71.5285764,151.7,3.0,3.0,Arequipa,"Departamento en Tercer Piso en condominio PRIVADO, con buena iluminación y excelente clima.   Con acceso a Avenidas Principales (Avenida Goyeneche, Avenida La Paz), cerca de centros comerciales (siglo XX) y centros financieros, iglesias, comercio, y otros   servicios.      Edificio de 3 pisos.   - Área total 151.70 m2   - Área techada 151.70 m2      Descripción   - Sala   - Comedor   - Baño social   - 3 habitaciones   La habitación principal con baño incorporado y walk in ...  closet   Las habitación secundaria cuenta con baño incorporado   Habitación adicional (escritorio)   - Cocina con reposteros altos y bajos   - Lavandería      Adicional:   - Tablero eléctrico   - Llaves térmicas    - Portón eléctrico    - Intercomunicado         - No cuenta con ascensor   - Cochera como área común Mostrar","Amoblado: Sin amoblar Armario empotrado Año de construcción: 2,019 Cerca a avenidas principales Cerca a Centro Comercial Cerca de parques",https://www.laencontre.com.pe/inmueble/a8c5-bd06-b6f519a7-2200b85ca75d-49e7,1153.5926170072512,arequipa
124,"Departamento en venta Av Pizarro Num 210, José Luis Bustamante Y Rivero, Perú",departamento,95000.0,-16.4279171,-71.5134951,111.0,3.0,2.0,"Av pizarro num 210, josé luis bustamante y rivero, perú","DEPARTAMENTO UBICADO EN CONDOMINIO PRIVADO CON VIGILANCIA LAS 24 HORAS DEL DIA LOS 7 DIAS DE LA SEMANA, CERCA A LAS PRINCIPALES VÍAS DE TRANSPORTE PÚBLICO.      EL DEPARTAMENTO SE ENCUENTRA EN LA TORRE B EN EL 4TO PISO, CADA TORRE TIENE DOS DEPARTAMENTOS POR PISO Y ASCENSOR PANORÁMICO QUE VA DESDE EL SÓTANO HASTA EL 6TO PISO.      EL DEPARTAMENTO SE DISTRIBUYE DE LA SIGUIENTE MANERA:      SALA COMEDOR AMPLIA ILUMINADA CON PISOS LAMINADOS, QUE SE COMUNICAN CO ... N LA COCINA AMPLIA CON REPOSTEROS ALTOS Y BAJOS DE MELAMINE CON MESADA POST FORMADO, EL AREA DE LA LAVANDERIA TIENE LAS CONEXIONES PARA TERMA A GAS, LAVADORA Y CUENTA CON UNA POZA DE LAVADO.   EL DEPARTAMENTO TIENE 3 HABITACIONES, LA HABITACIÓN PRINCIPAL CON CLOSET EMPOTRADO DE MELAMINE Y BAÑO CON DUCHA Y PUERTAS DE VIDRIO TEMPLADO, LAS OTRAS DOS HABITACIONES SECUNDARIAS CUENTAN TAMBIÉN CON CLOSETS EMPOTRADOS DE MELAMINE Y COMPARTEN BAÑO COMPLETO CON DUCHA Y PUERTAS DE VIDRIO TEMPLADO.   EL DEPARTAMENTO CUENTA CON UN ÁREA LIBRE EN LA AZOTE DE 20M2 Y COCHERA PARA UN AUTO EN SEMISOTANO CON UN ÁREA APROXIMADA DE 13M2. Mostrar","Amoblado: Sin amoblar Armario empotrado Año de construcción: 2,014 Estacionamientos Caseta de vigilancia Ascensor Seguridad privada Cerca a avenidas principales Cerca a Centro Comercial Cerca a Centro Comercial",https://www.laencontre.com.pe/inmueble/668a-b872-ad3b70f-da5c83cccd5d-42af,855.8558558558559,bustamante
125,"Departamento en venta Etna, Avenida Tahuaycani, Huaycani, Sachaca, Arequipa, 04013, Per",departamento,195000.0,-16.4035699,-71.55254625,166.0,3.0,4.0,"Etna, avenida tahuaycani, huaycani, sachaca, arequipa, 04013, per","¡¡¡VENTA!!! DEPARTAMENTO PENTHOUSE CERCA U.C.S.M y U.S.M.P. - TAHUAYCANI       GRAN OPORTUNIDAD ULTIMO DEPARTAMENTO PENTHOUSE EN EL 6TO NIVEL CERCA AVENIDA METROPOLITANA Y TAHUAYCANI       Vendo moderno departamento penthouse en estreno en el 6to nivel, está ubicado en Tahuaycani, como referencia cerca de la avenida Metropolitana y Tahuaycani y de las universidades Católica Santa María y Universidad San Martin de Porres, colegios, en zona tranquila y seg ... ura, cuenta con buena distribución, iluminación natural, vista a áreas verdes y acabados modernos, tiene todos los documentos en regla, para la venta al contado ó por medio de crédito hipotecario, el departamento cuenta con la siguiente distribución:       - Sala   - Comedor   - Cocina con reposteros empotrados       y mesada en granito   - Baño Social   - Habitacion principal con walking       clóset   - 02 Habitaciones con clóset       empotrado   - 03 Baños   - Lavandería    - Terraza   - Área de parrillas privada    - Cochera techada    - Ascensor desde Sótano       - Lobby de ingreso con sala de       espera   - Video portero   - Zona de BBQ   - Áreas comunes con iluminación inteligente    - Sistema contra incendios   - Sistema de seguridad       ÁREA DEPARTAMENTO: 166 m2      PRECIO : $195,000 DÓLARES Mostrar","Amoblado: Sin amoblar Armario empotrado Año de construcción: 2,022 Estacionamientos Terraza Caseta de vigilancia BBQ Caseta de vigilancia Ascensor Seguridad privada Cerca a avenidas principales Cerca a Centro Comercial Vista panorámica",https://www.laencontre.com.pe/inmueble/8c59-9f5d-93879596-977e6184a4a7-1273,1174.698795180723,sachaca
126,"Departamento en venta Los Delfines, Cayma, Arequipa, Perú",departamento,145000.0,-16.372655,-71.5456617,109.83,3.0,3.0,"Los delfines, cayma, arequipa, perú","Departamento en PRIMER piso en urbanización privada, con buena iluminación y vigilancia las 24 horas.      Cuenta con acceso a avenidas principales (Av. Cayma, Av. Bolognesi), cerca de iglesias (iglesia de Cayma), comercio, centros de abasto, cafeterías, grifos y otros servicios.      Edificio de 5 pisos      • Área total 109.83 m2   • Estacionamiento    • Ascensor         Descripción:      - Sala   - Comedor   - Baño social   - Cocina con reposteros altos y bajos   - 3 habitacio ... nes con closet   La habitación principal con baño incorporado   Las otras 2 habitaciones comparten un baño   - Lavandería   - Frente a parque      - El precio incluye cochera Mostrar","Amoblado: Sin amoblar Armario empotrado Año de construcción: 2,021 Estacionamientos Cerca a avenidas principales Cerca a Centro Comercial Cerca de parques",https://www.laencontre.com.pe/inmueble/ec7f-930e-d54d95a8-a9351e692f10-4d6c,1320.2221615223527,cayma
127,"Departamento en venta Av. Emmel 400, Arequipa, Perú",departamento,170000.0,-16.3960931,-71.5450648,156.0,3.0,3.0,"Av. emmel 400, arequipa, perú","Vendo amplio departamentos en Umacollo, cerca a la universidad Católica   Piso 2   ÁREA 143 M2   3 Dormitorios mas cuarto de servicio   Sala comedor   Cocina tipo americana concepto abierto   3 BAÑOS + baño de servicio   Lavandería   Área de parriilas   Área para terma solar   Cisterna y bomba hidroneumatica   Pisos laminados   mesadas de cuarzo y granito   closet empotrados con melamina de 18 mm   pisos de porcelanato de alto transito   baños con gabinetes , enchapados en po ... rcelana y puerta de ducha de vidrio templado corrediza   Para informes y coordinar visitas comunicarse con el teléfono de la publicación Mostrar","Amoblado: Sin amoblar Línea Blanca Calefacción Internet Jacuzzi Cuarto de Servicio Aire Acondicionado Balcón Armario empotrado Año de construcción: 2,021 Estacionamientos Cisterna Caseta de vigilancia Jardín BBQ Caseta de vigilancia Ascensor Seguridad privada Bodega Terraza Cerca a avenidas principales Cerca a Centro Comercial Cerca de parques Cerca a Centro Comercial Vista panorámica",https://www.laencontre.com.pe/inmueble/436508,1089.7435897435898,umacollo
128,"Departamento en venta Lord Byron, Grande, Arequipa, Perú",departamento,125000.0,-16.3914208,-71.5504412,101.94,4.0,3.0,"Lord byron, grande, arequipa, perú","Hermoso Departamento en venta, frente a parque.    Ubicado frente al Colegio Lord Byron, a cinco minutos de la Avenida Ejercito y comercios en general.   El departamento consta de:   - Sala    - Comedor   - Hall    - Cocina cerrada    - Lavandería   - 3 Habitaciones con roperos empotrados de piso a techo    (Habitación principal con baño)   - Cuarto de servicio o oficina    - 3 baños completos    - Zona de Parrillas    - Cochera cerrada    El departamento cuanta con doble a ... cceso, entra principal y entrada de servicio, esta en cuarto piso sin ascensor, tiene gradas amplias y descansadas    El DEPARTAMENTO CUENTA CON VIGILANCIA 24/7 Y TIENE PARQUE FRENTE A LA PROPIEDAD Mostrar","Amoblado: Sin amoblar Balcón Armario empotrado Gas Natural Cuarto de Servicio Año de construcción: 2,015 Estacionamientos Caseta de vigilancia Cerca a avenidas principales Cerca a Centro Comercial Cerca de parques Cerca a Centro Comercial Vista panorámica",https://www.laencontre.com.pe/inmueble/14d2-bbfa-1504c103-fe304817ef82-4844,1226.2114969589954,desconocido
129,"Departamento en venta Yanahuara, Arequipa",departamento,118032.37,-16.397142,-71.557345,86.0,2.0,2.788235294117647,"Yanahuara, Arequipa","¡Bienvenidos al proyecto Piedra Santa, un lugar donde encontrarás tu hogar ideal!       Nos emociona presentarte esta oportunidad única de vivir en una ubicación privilegiada, en la Urbanización privada del mismo nombre, justo en Esquina frente a parque. Y lo mejor de todo, a solo un paso de la Av. Metropolitana, del Makro y Promart, además de diversos servicios que harán tu vida más cómoda y placentera.      Piedra Santa ha sido diseñado pensando en tu comodidad y estilo de vida. Consta de 5 pisos, un ascensor para que te desplaces con facilidad y un hall de recepción que te dará la bienvenida con calidez y amabilidad. Para asegurarnos de que todos puedan disfrutar de este espacio, contamos con un ascensor especialmente adaptado para personas con discapacidad.      Además, tendrás la oportunidad de organizar reuniones y asados en nuestra zona de parrillas con baños de visitas. Y para mantenernos comprometidos con el medio ambiente, Piedra Santa cuenta con la innovadora conexión para termas solares, promoviendo así el uso de energías limpias y sostenibles.      ¿Y qué hay de los departamentos? ¡Déjanos decirte que te encantarán! Disponemos de acogedores departamentos de 2 y 3 dormitorios, todos ellos equipados con cocinas de primera línea, incluyendo cocina encimera a gas, horno eléctrico y campana extractora. En la cocina y baños, encontrarás un elegante acabado en Granito natural, y los pisos laminados y cristal templado le darán un toque moderno y sofisticado a tu nuevo hogar. Nuestro compromiso con la calidad se refleja en cada detalle, con el uso de gres porcelánico, aparatos sanitarios y grifería nacionales.      Ahora hablemos de precios, porque sabemos que es importante para ti. Los precios de venta comienzan desde US$120,000 dólares, por un departamento de 86 m2 con 3 dormitorios. Además, para facilitar tu vida, cada departamento incluye un estacionamiento.      Pero date prisa, las oportunidades son limitadas. Actualmente, nos quedan solo 3 departamentos flat y 1 dúplex disponibles. ¡No dejes que alguien más se adelante y asegura tu lugar en Piedra Santa!      Y lo mejor de todo, ¡la obra ya ha comenzado! Estamos trabajando arduamente para entregar tu nuevo hogar en junio del 2024.      Si deseas conocer más sobre Piedra Santa o agendar una visita, no dudes en contactarnos. Estaremos encantados de atenderte y brindarte toda la información que necesitas para tomar esta importante decisión.      ¡No esperes más para vivir en el lugar de tus sueños! Contacta a Avanza Gestión Inmobiliaria al 99680---- ...  y empieza a construir un futuro lleno de comodidad y bienestar en Piedra Santa. ¡Te esperamos con los brazos abiertos!               Mostrar","Balcón Armario empotrado Línea Blanca Año de construcción: 2,024 Estacionamientos BBQ Ascensor Seguridad privada Cerca de parques",https://www.laencontre.com.pe/inmueble/cf85-afab-25b9a46d-2e47cc103695-3e74,1372.469418604651,yanahuara
130,"Departamento en venta Cerro Colorado, Arequipa",departamento,75546.18,-16.3746084,-71.56634,81.0,3.0,3.0,"Cerro Colorado, Arequipa","¡OPORTUNIDAD!!!   DPTO DE ESTRENO EN PRIMER PISO EN UN EDIFICIO QUE NO TIENE MAS DE 1 AÑO DE HABERSE CONSTRUIDO Y ES EN LA ARBOLEDA DE CERRO COLORADO FRENTE AL ESTADIO DE ALTO LIBERTADAD EN VENTA Y ESTA DISTRIBUIDO DE LA SGTE MANERA:   DPTO 105   ✔SALA COMEDOR    ✔COCINA DE CONCEPTO CERRADO    ✔ HABITACION PRINCIPAL CON BAÑO PRIVADO    ✔DOS HABITACIONES SECUNDARIAS    ✔BAÑO COMPLETO PARA LAS DOS HABITACIONES    ✔ AREA DE LAVANDERIA    SOLICITA UNA VISITA COMIGO Y VEN A CONOCER ESTA EXCELENTE OPCION, PRECIO EN SOLES Y SOBRE TODO QUE NO PAGAS ALCABALA   ¡NOTA !!!, SE VENDERA COMO BIEN FUTURO YA QUE EN ESTE MOMENTO ESTA EN ETAPA DE INDEPENDIZAR ... PUEDES FINANCIARLO CON EL BCP, YA ESTA VEDIDO UN 90.5% POR CIENTO E LA OBRA YA SOLO QUEDAN 2   FOTOS REFERENCIALES DPTO PILOTO      JESSICA FRANCO - 98347---- ... Mostrar","Amoblado: Sin amoblar Año de construcción: 2,022",https://www.laencontre.com.pe/inmueble/b1eb-8ad2-8b56322a-a65415dcf627-4ff7,932.6688888888888,cerro colorado
131,"Departamento en venta Urb. Mirasol De Cayma, Cayma, Perú",departamento,220000.0,-16.3733386,-71.552529,124.0,3.0,4.0,"Urb. mirasol de cayma, cayma, perú","Hermoso Dúplex en Pre- Venta con excelente ubicación, se encuentra en una urbanización privada y súper segura en la parte baja de Cayma.      El dúplex tiene un área de 165 m2, se encuentra en el 5to Nivel y tiene las siguientes características:    	03 habitaciones amplias y cómodas, la habitación principal con baño privado    	01 baño compartido para las habitaciones    	02 baño de servicio   	Linda Sala y comedor    	01 Hermosa y moderna cocina concepto ...  abierto    	Balcón con hermosa vista a la ciudad   	01 Lavandería cómoda y amplia    	01 Terraza con BBQ   	01 Sala estar/ Estudio    	01 cochera de 16 m2   El departamento se encuentra cerca de parques y a Los Ángeles de Cayma. Mostrar","Año de construcción: 2,023 Estacionamientos",https://www.laencontre.com.pe/inmueble/a16b-9f6a-a4670f13-14272fda299a-4163,1774.1935483870968,cayma
132,"Departamento en venta Yanahuara, Arequipa, Perú",departamento,255000.0,-16.3977391,-71.5575586,180.0,3.0,3.0,"Yanahuara, arequipa, perú","BONITO DPTO. UBICADO EN 1ER PISO CERCA A LA PLAZA YANAHUARA   🔸ÁREA TOTAL: 180 M2   🔸COCHERA: 20 M2   🔸CUENTA CON:   🔸3 HABITACIONES PRINCIPAL CON BAÑO INCORPORADO   🔸BAÑO COMPARTIDO   🔸BAÑO DE VISITA   🔸AMPLIA SALA COMEDOR   🔸COCINA AMPLIA CON ESPACIO PARA COMEDOR DE DIARIO   🔸LAVANDERÍA   🔸CUARTO Y BAÑO DE SERVICIO   🔸COCHERA TECHADA   🔸ASCENSOR   PRECIO: 👉$255,000   MANTENIMIENTO: S/300   SI NO HAY CORAZÓN, NO HAY TRATO 🏘️   📍Recuerda que puedes contactarnos a ... l:   📱 9️⃣9️⃣8️⃣8️⃣8️⃣2️⃣3️⃣4️⃣0️⃣   📱 9️⃣9️⃣1️⃣7️⃣6️⃣0️⃣5️⃣9️⃣1️⃣   📱 9️⃣7️⃣0️⃣7️⃣4️⃣6️⃣3️⃣1️⃣3️⃣ Mostrar",Amoblado: Sin amoblar Balcón Armario empotrado Cuarto de Servicio Estacionamientos Ascensor Cerca a avenidas principales Cerca a Centro Comercial Cerca de parques,https://www.laencontre.com.pe/inmueble/2f7b-a6b4-b9d33006-850beadbfc16-48a6,1416.6666666666667,yanahuara
133,"Departamento en venta Cerro Colorado, Arequipa, Per",departamento,98000.0,-16.30572184,-71.57937638,112.0,3.0,3.0,"Cerro colorado, arequipa, per","Bonito Departamento en 4to piso en quinta luisa en el distrito de cerro colorado . Precio incluye cochera.      Consta de:   Área total: 112m2      Cuenta con:   3 habitaciones    1 habitación de servicio   3 baños   Sala   Comedor   Cocina   Área de lavandería    Area de Terraza   Cochera para una camioneta    Cuenta con terma solar      Amoblado   Sin ascensor.   10 años  de antigüedad aprox      Cuenta con seguridad las 24 horas, parques, serca a colegios, a 5 minutos de metro, sodima ... c, a 10 minutos del mall, serca al transporte público. Mostrar","Amoblado: Semi-amoblado Cuarto de Servicio Armario empotrado Año de construcción: 2,013 Seguridad privada Terraza Estacionamientos Cerca a avenidas principales Cerca al mar Cerca a Centro Comercial Cerca de parques Cerca a Centro Comercial",https://www.laencontre.com.pe/inmueble/e77e-9c85-d1be49a6-ede1796ed24d-1273,875.0,cerro colorado
134,"Departamento en venta Miraflores, Arequipa",departamento,98000.0,-16.395249,-71.520362,100.0,3.0,2.0,"Miraflores, Arequipa","¡¡¡VENTA!!! DEPARTAMENTO CERCA  AV.  GOYENECHE - MIRAFLORES       GRAN OPORTUNIDAD   Vendo departamentos esta ubicado en el 3er nivel, en el Distrito de Miraflores , cerca de Av. Goyeneche y Plaza Mayta Capac, tiene todos los documentos en regla, libre de Hipotecas,... , en zona transitable, el departamento cuentan con la siguiente distribución:   - Sala   - Comedor   - Cocina   - 03 Habitaciones    - 02 Baños   - Lavandería    - Cochera lineal   rea Total: 100 m2   Pre ... cio: $98,000 Dólares Mostrar",Estacionamientos Cerca de parques,https://www.laencontre.com.pe/inmueble/5523-898e-5ce3d6e-dc7dab76e149-35ea,980.0,miraflores
135,"Departamento en venta Cerro Colorado, Arequipa",departamento,143000.0,-16.37653991,-71.56003028,132.25,3.0,3.0,"Cerro Colorado, Arequipa","hermoso duplex de estreno a tres cuadras de la plaza las américas 2 cuadras de la avenida aviación cerca a principales centros comerciales de la zona (mall Arequipa center), gimnasios, restaurantes, mercado de cerro colorado, colegios, transporte publico a una cuadra.      Edificio moderno, antisismico, cuenta con ascensor para 8 personas, los estacionamientos son amplios e independientes muy buena iluminación, acabados de muy alta calidad, cuenta co ... n porton automatico con motor electrico.      DISTRIBUCIÓN    1er NIVEL   Sala y comedor    Amplia cocina con barra desayunador   1 baño social   lavanderia      2do NIVEL   1 Habitación principal (Walk-in Closet y baño privado).   2 Habitaciones con Secundarias.   2 Baños completos     (COCHERA OPCIONAL)         COCHERAS INDEPENDIENTES DESDE $10,000 Mostrar","Amoblado: Semi-amoblado Balcón Armario empotrado Línea Blanca Año de construcción: 2,023 Ascensor Cerca a avenidas principales Cerca a Centro Comercial Cerca de parques Cerca a Centro Comercial",https://www.laencontre.com.pe/inmueble/169c-a868-17757856-4d5dee6b464a-1274,1081.2854442344046,cerro colorado
136,"Departamento en venta José Luis Bustamante Y Rivero, Arequipa, Perú",departamento,115000.0,-16.3904385,-71.5668165,111.0,4.0,3.0,"José luis bustamante y rivero, arequipa, perú","Quieres vivir a 1.5 cuadras de la Av. Dolores , a solo 7 min del mall Porongoche y en una Urb. Muy segura y céntrica , entonces este Dpto en el 2 do pisó te encantará.      Acogedor, amplio y muy bien cuidado Dpto en venta       ▶️Ubicación: Urb. Monterrico a 1.5 cuadra de la av. Dolores y a 1/2 cuadra de parque    ▶️Área Dpto: 111 m2   🚘 Área cochera: 16.31 m2   ▶️Distribución:    2 puertas de ingreso al Dpto ( a la sala y a la cocina )   -Sala y comedor muy amp ... lios    -3 habitaciones ( entran en todas cama king) la principal viene con baño y walking closet    -1 baño compartido para las habitaciones secundarias    -Cocina amplia , entra un pequeño comedor de diario con reposteros altos y bajos   -Lavandería   -Cuarto de servicio con baño completo         Urb, es muy tranquila y céntrica y está a solo 7 min del mall Porongoche o del av. Caceres       Cuenta con tanque y terma solar      En la azotea se tiene una área común y tendederos       Tiene una Hipoteca por 35 mil dólares Mostrar","Amoblado: Semi-amoblado Armario empotrado Línea Blanca Año de construcción: 2,011 Estacionamientos Cerca a avenidas principales Cerca a Centro Comercial",https://www.laencontre.com.pe/inmueble/7b7c-876c-1d91e090-ea7ebaa38e87-4f09,1036.036036036036,bustamante
137,"Departamento en venta Av Enmel 100, Arequipa, Arequipa, Arequipa, Peru",departamento,132000.0,-16.3939458,-71.5441314,96.0,3.0,3.0,"Av enmel 100, arequipa, arequipa, arequipa, peru","VENDO LINDOS DEPARTAMENTOS EN UMACOLLO, MUY CERCA A LA UNIVERSIDAD CATOLICA SANTA MARIA   CUENTA CON UN ÁREA DE 96 M2 DISTRIBUIDOS EN    SALA COMEDOR CON VENTANAS DE VIDRIO TEMPLADO CON ALTA ILUMINACIÓN ,  PISO LAMINADO , COCINA  ABIERTA, CON MESADA DE GRANITO , PISO CERÁMICO REPOSTEROS ALTOS Y BAJOS EN MELAMINA DE 18 MM, TRES DORMITORIOS SOLEADOS  CON CLOSET EMPOTRADOS Y PISOS LAMINADOS, EL PRINCIPAL CON BAÑO INTEGRADO  , LAVANDERÍA , COCHERA TECHAD ... A EN SEMI SOTANO, ASCENSOR, SISTEMA DE TUBERÍAS CONTRA INCENDIO, SISTEMA DE ABASTECIMIENTO DE AGUA CON SISTERNA, TERMA ELÉCTRICA O SOLAR, ASCENSOR PARA MINUSVALIDOS   QUEDAN DISPONIBLES SOLAMENTE UN DEPARTAMENTO POR PISO 2DO , 3RO , CUARTO Y QUINTO PISO.    PARA INFORMES Y VISITAS COMUNICARSE AL TLF DE LA PUBLICACIÓN Mostrar","Aire Acondicionado Calefacción Armario empotrado Año de construcción: 2,021 Ascensor Bodega Caseta de vigilancia Estacionamientos Jardín Cisterna BBQ Seguridad privada Acceso a discapacitados Cerca a Centro Comercial Cerca a avenidas principales Cerca de estación de tren Vista panorámica",https://www.laencontre.com.pe/inmueble/408273,1375.0,umacollo
138,"Departamento en venta Ca. Lima 500, Yanahuara 04017, Perú",departamento,125000.0,-16.38733048,-71.54228646,88.0,3.0,3.0,"Ca. lima 500, yanahuara 04017, perú","¡¡¡VENTA!!! DEPARTAMENTO ESTRENO - YANAHUARA       GRAN OPORTUNIDAD BONITO DEPARTAMENTO CERCA DE LA PLAZA DE YANAHUARA       Vendo bonito departamento estreno en el 3er nivel, está ubicado en el Distrito de Yanahuara, como referencia cerca de la Plaza de Yanahuara, en zona tranquila y segura, las habitaciones tienen closets empotrados y la cocina con reposteros altos y bajos, el departamento cuenta, con la siguiente distribución:       - Sala   - Comedor   - Coc ... ina   - Baño social   - 03 Habitaciones con closets    - 02 Baños   - Lavandería    - 01 Cochera techada   - Ascensor       ÁREA DEPARTAMENTO: 88 m2   PRECIO: $125,000 DÓLARES Mostrar","Amoblado: Sin amoblar Armario empotrado Año de construcción: 2,022 Estacionamientos Ascensor Seguridad privada Cerca a avenidas principales Cerca a Centro Comercial Cerca de parques Cerca a Centro Comercial",https://www.laencontre.com.pe/inmueble/5d1f-9213-5fe973c6-7b3b25b50446-1273,1420.4545454545455,yanahuara
