,titulo,tipo_inmueble,precio,latitud,longitud,tamaño_m2,habitaciones,banios,direccion,descripcion,caracteristicas,url,precio_x_m2,distrito
290,"Departamento en venta Sachaca, Arequipa",departamento,155000.0,-16.4108708,-71.5515336,117.88,3.0,2.0,"Sachaca, Arequipa","Departamento en VENTA en YANAHUARA   Acceso a avenidas principales,  cerca de la universidade Católica Santa María, parques, restaurantes y otros servicios. Excelente clima y cuenta con acabados de primera, cuenta con:   Área total 117.88 m2   ✔️ Lavandería   ✔️ 3 habitaciones   ✔️ 2 baños   ✔️ Cochera   ✔️ Sala   ✔️ Comedor    ✔️ Cocina   ✔️ Cuarto de Servicio   ✔️ Patio   ✔️ Depósito   ✔️2 Cocheras   ✔️Terma Solar      GILDA VALVERDE - 95895----","Amoblado: Sin amoblar Año de construcción: 2,011 Cerca a avenidas principales Cerca de parques",https://www.laencontre.com.pe/inmueble/ea71-9bb2-5e6cccfa-697610042e61-4d60,1314.896504920258,sachaca
291,"Departamento en venta Cayma, Arequipa, Perú",departamento,183000.0,-16.3857806,-71.5493522,130.0,2.0,2.0,"Cayma, arequipa, perú","VENDO departamento con la mejor vista de Arequipa.  Se encuentra en Cayma en una zona cerrada y muy bien consolidada.  Ideal para familia corta o aquellos que recién empiezan!!     Area  130 mts   Sala Comedor con balcón y vista a los volcanes   Baño social con mesada de mármol   Cocina con mesada de granito   01 habitación principal con walking closet, vestidor y baño privado   Hall de distribución    01 habitación secundaria amplia   01 baño completo   Lavandería   Cuarto y baño de servicio   02 cocheras   PRECIO. Us$183,000    Agendar tus visitas 95832---- ... . Mostrar","Amoblado: Sin amoblar Armario empotrado Internet Año de construcción: 2,018 Estacionamientos Caseta de vigilancia Ascensor Seguridad privada Cerca a avenidas principales Cerca a Centro Comercial Cerca de parques Cerca a Centro Comercial Vista panorámica",https://www.laencontre.com.pe/inmueble/451d-8ee4-8e32395f-2bde1e77b4f7-4d45,1407.6923076923076,cayma
292,"Departamento en venta Calle Málaga Grenet 509, Cuadra 3, Ur. Cesar Vallejo, Arequipa, 04013, Per",departamento,149000.0,-16.39884641,-71.54743639,115.9,4.0,4.0,"Calle málaga grenet 509, cuadra 3, ur. cesar vallejo, arequipa, 04013, per",Oportunidad!!! Tenemos En venta céntrico Triplex frente a Parque Las Piedritas en Umacollo cerca de la Universidad La Católica.    Consta de: 1 nivel: Sala comedor con Balcón y vista al parque. Cocina con reposteros altos y bajos Dormitorio amplio con closet Baño con ducha gradas hacia el siguiente nivel. 2 nivel: 3 dormitorios amplios con closet 1 baño con ducha Lavandería gradas al siguiente nivel. 3 nivel: 4 dormitorios amplios en Drayboll 1 baño con ducha y lavandería.      NORMA PONCE - 93680---- ... Mostrar,"Amoblado: Sin amoblar Año de construcción: 2,000 Cerca a avenidas principales Cerca a Centro Comercial Cerca de parques Cerca a Centro Comercial",https://www.laencontre.com.pe/inmueble/4701-9fb5-9239708c-b00e8299b3ad-4bd0,1285.5910267471959,umacollo
293,"Departamento en venta Av Pizarro, José Luis Bustamante Y Rivero, Perú",departamento,470000.0,-16.4256642,-71.5149124,93.0,3.0,3.0,"Av pizarro, josé luis bustamante y rivero, perú","Alquiler de departamento en Condominio Algra en Jose Luis Bustamante y Rivero, cuenta con acceso a avenidas principales,  cerca de centros comerciales (Mall Aventura Porongoche y Parque Lambramani) y centros financieros,  cuenta con excelente clima y buena iluminación.   Tiene un área total 93 m2   ✔️ 15avo piso   ✔️ Ascensor   ✔️ Cochera   ✔️ 3 habitaciones   ✔️ 3 baños   ✔️ Lavandería   ✔️Cochera   ✔️Terraza   -Áreas comunes   ✔️Zona de parrilla   ✔️Salón de eventos    Tiene un costo de mantenimiento de 140 soles.      GILDA VALVERDE - 95895---- ... Mostrar","Amoblado: Sin amoblar Año de construcción: 2,020",https://www.laencontre.com.pe/inmueble/e5e1-bc00-b02e073f-1ad5d8aa54e9-471a,5053.763440860215,bustamante
294,"Departamento en venta Avenida Dolores, Ur. Ministerio De Agricultura, José Luis Bustamante Y Rivero, Arequipa, 04002, Per",departamento,94000.0,-16.41549844,-71.52767446,105.0,3.0,3.0,"Avenida dolores, ur. ministerio de agricultura, josé luis bustamante y rivero, arequipa, 04002, per","¡¡¡ VENTA !!! DEPARTAMENTO CERCA ADEPA - J. L. BUSTAMANTE Y RIVERO       GRAN OPORTUNIDAD DEPARTAMENTO QUE BUSCABAS PARA TU FAMILIA  CERCA AVENIDA DOLORES Y AVENIDA LOS INCAS      Vendo amplio departamento en el 3er nivel, está ubicado en urbanización privada en el Distrito de José Luis Bustamante y Rivero, como referencia cerca de la avenida Dolores, avenida Los Incas y ADEPA, en zona tranquila cerca de parques y áreas verdes, el departamento tiene buen ... a distribución é iluminación, con todos los documentos en regla, el departamento cuenta con la siguiente distribución:        - Sala    - Comedor    - Cocina    - Baño Social     - 03 Habitaciones    - 02 Baños    - Lavandería    - SIN COCHERA     - SIN ASCENSOR        ÁREA TOTAL: 105 M2      PRECIO: $94,000 DÓLARES Mostrar",Amoblado: Sin amoblar Cerca a avenidas principales Cerca a Centro Comercial Cerca de parques Cerca a Centro Comercial,https://www.laencontre.com.pe/inmueble/add8-8be7-880202f6-5b5687c0b42b-1273,895.2380952380952,bustamante
295,"Departamento en venta Lara, Socabaya, Perú",departamento,80000.0,-16.45254887,-71.53025907,80.0,3.0,2.0,"Lara, socabaya, perú","Deseas vivir  en lugar tranquilo.  Rodeado de campiña  y aire puro sin el ruido del tráfico pero a solo 15 minutos  del centro de la ciudad...   y en un departamento  de estreno  a un excelente precio.  NO PAGAN ALCABALA    Esta es tu mejor opción :   Lindos departamentos flat EN PREVENTA,  disponible en 2,3 ,4 y 5to piso.   *Contará con:    -Sala/comedor . (Piso de porcelanato  de alto tránsito)   -Cocina americana con reposteros altos y bajos con melanie ...   de 18mm.   - Lavandería con piso antideslizante.     - Habitacion principal con baño privado y amplio closet con vista a campiña.   -habitacion secundaria, con clósety vista  a la campiña.    -Baño completo     - Estudio o habitación adicional.    **El edificio contará  ademas con 2 ascensores ;Bomba de agua subterránea y con amplia area social y zona de BBQ en la azotea con excelente y privilegiada  vista a la campiña de Socabaya       * ya iniciamos  obra  Los departamentos  se ENTREGA  OCTUBRE  DE 2023.        **FACILIDADES  DE PAGO.    Consulta  por  tu  FINANCIAMIENTO  DIRECTO y SIN INTERÉS.. Mostrar",Amoblado: Semi-amoblado Armario empotrado Línea Blanca Estacionamientos Terraza Caseta de vigilancia BBQ Ascensor Cerca a avenidas principales Vista panorámica,https://www.laencontre.com.pe/inmueble/8b71-9fd7-19a366c6-b979f200d3d3-1273,1000.0,socabaya
296,"Departamento en venta Calle José Santos Chocano 655, Cuadra 6, Ur. Magisterial - Ii Etapa, Arequipa, 04013, Per",departamento,150000.0,-16.40307097,-71.55104649,118.0,3.0,3.0,"Calle josé santos chocano 655, cuadra 6, ur. magisterial - ii etapa, arequipa, 04013, per","PRE-VENTA DEPARTAMENTOS CERCA UNIVERSIDAD CATÓLICA - TAHUAYCANI       EL DEPARTAMENTO EN ESTRENO QUE BUSCABAS CERCA DE LA UNIVERSIDAD CATÓLICA SANTA MARÍA Y AVENIDA TAHUAYCANI, ENTREGA OCTUBRE 2023      PRE VENTA bonitos departamentos estreno, entrega en Octubre 2023, están ubicado cerca de la Universidad Católica Santa María, avenida  Tahuaycani é Incalpaca, en zona tranquila y segura cerca de parques, colegios y universidad, en urbanizacion privada, cu ... entan con buena distribución é iluminación, para la venta al contado ó por medio de crédito hipotecario, el departamento cuenta con la siguiente distribución:           - Sala    - Comedor    - Cocina    - Baño Social    - Lavandería     - Habitación principal con baño    - 02 Habitaciones secundarias     - 01 Baño compartido     - Ascensor      - Cochera      ÁREA DEPARTAMENTOS: 118M2      PRECIO DESDE: $150,000 DÓLARES Mostrar",Amoblado: Sin amoblar Armario empotrado Caseta de vigilancia Ascensor Seguridad privada Estacionamientos Terraza Caseta de vigilancia Cerca a avenidas principales Cerca de parques Cerca a Centro Comercial Vista panorámica,https://www.laencontre.com.pe/inmueble/85fa-a7a0-20e254ad-5100f7b61903-47db,1271.1864406779662,desconocido
297,"Departamento en venta Cayma, Arequipa, Perú",departamento,390000.0,-16.23872,-71.46755,380.0,2.0,3.0,"Cayma, arequipa, perú","VENDO PENTHOUSE en Cayma Baja con una excelente vista a la campiña y el Misti.       ☑️1er Nivel Sala Comedor y cocina Kichenet, Terraza social con vista a la campiña.   ☑️2do Nivel 2 amplias habitaciones con vista los 360 grado. Balcón en dormitorio principal, con un amplio walking closet, el baño cuenta con una ducha Española y jacuzzi.    La segunda habitación cuenta con baño privado.   ☑️3er Nivel cuenta con un área social. Sala, zona de parrillas priv ... ada, lavandería y deposito.   ☑️2 Amplias cocheras, un deposito de 6 mts y espacio para bicicletas. Mostrar","Amoblado: Semi-amoblado Balcón Armario empotrado Internet Año de construcción: 2,020 Estacionamientos Terraza Caseta de vigilancia Seguridad privada Ascensor Cerca a avenidas principales Cerca a Centro Comercial Cerca de parques Cerca a Centro Comercial Vista panorámica",https://www.laencontre.com.pe/inmueble/caef-89c5-4a38b346-893b77b0c212-1273,1026.3157894736842,cayma
298,"Departamento en venta Socabaya, Arequipa",departamento,81000.0,-16.45254887,-71.53025907,81.0,3.0,2.0,"Socabaya, Arequipa","Deseas vivir  en lugar tranquilo.  Rodeado de campiña  y aire puro sin el ruido del tráfico pero a solo 15 minutos  del centro de la ciudad...   y en un departamento  de estreno  a un excelente precio.  NO PAGAN ALCABALA    Esta es tu mejor opción :   Lindos departamentos flat EN PREVENTA,  disponible en 2,3 ,4 y 5to piso.   *Contará con:    -Sala/comedor . (Piso de porcelanato  de alto tránsito)   -Cocina americana con reposteros altos y bajos con melanie ...   de 18mm.   - Lavandería con piso antideslizante.     - Habitacion principal con baño privado y amplio closet con vista a campiña.   -habitacion secundaria, con clóse y vista a campiña.   -Baño completo     - Estudio o habitación adicional.    **El edificio contará  ademas con 2 ascensores ;Bomba de agua  subterránea  y con amplia area social y zona de BBQ en la azotea con excelente y privilegiada  vista a la campiña de Socabaya..   *COCHERAS techadas en semi sótano       *  ENTREGA  OCTUBRE DEL 2023.     **FACILIDADES  DE PAGO.    Consulta  por  tu  FINANCIAMIENTO  DIRECTO y SIN INTERÉS Mostrar",Amoblado: Semi-amoblado Mascotas permitidas Armario empotrado Línea Blanca Estacionamientos Terraza Caseta de vigilancia BBQ Ascensor Cerca a avenidas principales Vista panorámica,https://www.laencontre.com.pe/inmueble/8b73-a605-d54e6446-b1533c5069c-1273,1000.0,socabaya
299,"Departamento en venta Yanahuara, Arequipa",departamento,230000.0,-16.3977391,-71.5575586,180.0,3.0,3.0,"Yanahuara, Arequipa","EN RESIDENCIAL PRIVADA Y EXCLUSIVA   🔸UBICADO EN 3ER PISO   🔸180 M2 + 20 M2 DE COCHERA Y DEPÒSITO   🔸ANTIGUEDAD 8 AÑOS   🔸03 AMPLIAS HABITACIONES PRINCIPAL CON BAÑO PRIVADO   🔸04 BAÑOS   🔸SALA COMEDOR   🔸COCINA CON ESPACIO PARA COMEDOR DE DIARIO   🔸LAVANDERÌA   🔸CUARTO Y BAÑO DE SERVICIO   🔸TERMA ELÈCTRICA Y  A GAS   🔸ASCENSOR   VENTA: 👉💲230,000   ALQUILER: S/2,600 (semi amoblado).","Amoblado: Sin amoblar Balcón Armario empotrado Línea Blanca Cuarto de Servicio Año de construcción: 2,014 Estacionamientos Caseta de vigilancia Cerca a avenidas principales Cerca a Centro Comercial Cerca de parques",https://www.laencontre.com.pe/inmueble/6319-9987-5f56091a-c57e82d8630a-476b,1277.7777777777778,yanahuara
300,"Departamento en venta Cayma, Arequipa",departamento,113000.0,-16.3792757,-71.5527365,110.0,3.0,3.0,"Cayma, Arequipa","DEPARTAMENTO  muy bien distribuida en venta ubicado  por Los Angeles de Cayma .El inmueble se encuentra en primer  piso  del edificio,cuenta con buena iluminación ,cerca a la Av principal,5 minutos de la Av ejercito,malls,bancos , colegios y demás .   CONSTA DE :   🔺Sala comedor amplio.   🔺Cocina pequeña con muebles altos y bajos .   🔺03 habitaciones.   🔺 03 baños.   🔺 Lavandería  se encuentra en tercer piso.   🔺 Terma solar.   🔺Tanque de agua, intercomun ... icador. 🔺Cochera    🔺Area verde    Zona muy segura y privada Mostrar","Amoblado: Sin amoblar Mascotas permitidas Niños permitidos Armario empotrado Línea Blanca Internet Año de construcción: 2,011 Estacionamientos Caseta de vigilancia Seguridad privada Cerca a Centro Comercial Cerca a avenidas principales Cerca de parques Cerca a Centro Comercial",https://www.laencontre.com.pe/inmueble/620952,1027.2727272727273,cayma
301,"Departamento en venta Avenida República De Venezuela, Arequipa, 04002, Per",departamento,139000.0,-16.40738535,-71.52463183,125.0,3.0,3.0,"Avenida república de venezuela, arequipa, 04002, per","¡¡¡VENTA!!! DEPARTAMENTO 1ER PISO CERCA UNSA - AREQUIPA      El DEPARTAMENTO EN 1ER PISO QUE BUSCABAS  PARA TU FAMILIA CERCA A UNSA Y AVENIDA VENEZUELA       Vendo amplio departamento en el 1er nivel con buena iluminación y distribución cerca a parque, está ubicado en urbanización privada en el Cercado de Arequipa, como referencia cerca de la UNSA, avenida Venezuela y Parque Lambramani, en zona tranquila y segura, tiene buenos acabados, los dormitorios t ... ienen closets empotrados y la cocina con reposteros altos y bajos con mesada, tiene todos los servicios y documentación en regla para su venta al contado ó por crédito hipotecario, el departamento cuenta con la siguiente distribución:       - Sala   - Comedor   - Cocina   - Baño social   - Dormitorio principal con baño   - 02 Dormitorios secundarios    - 01 Baño compartido   - Lavandería    - 01 Cochera       ÁREA DEPARTAMENTO: 125 m2      PRECIO : $139,000 DÓLARES Mostrar",Amoblado: Sin amoblar Armario empotrado Estacionamientos Cerca a avenidas principales Cerca a Centro Comercial Cerca de parques Cerca a Centro Comercial,https://www.laencontre.com.pe/inmueble/d706-90f4-75531396-6d7c7fe1b5d0-1273,1112.0,arequipa
302,"Departamento en venta Arequipa Distrito, Arequipa",departamento,123000.0,-16.3814272,-71.5458294,130.0,4.0,3.0,Arequipa,"Se vende Dpto de 130m2  en 2do Piso, ubicado a dos cuadras de la Plaza de Cayma en Condominio cerrado con vigilancia permanente.      Cuenta con la siguiente distribución:      - Sala Comedor con piso de parquet   - Cocina con reposteros altos y bajos en madera y mesada de granito   - Lavandería   - Cuarto y Baño de Servicio   - Baño Social   - 04 Habitaciones con piso de parquet y roperos en madera   - Baño Compartido   - Estacionamiento Abierto asignado en el Edificio.       **** PRECIO NEGOCIABLE  - PAPELES EN REGLA ****   Nota: Costo de Mantenimiento Mensual S/ 120      TATIANA CASTRO - 920 221---- ... Mostrar","Amoblado: Sin amoblar Año de construcción: 1,998 Cerca a avenidas principales Cerca a Centro Comercial Cerca de parques Cerca a Centro Comercial",https://www.laencontre.com.pe/inmueble/57f8-a03a-aa49d24f-f51b6090defa-4a7c,946.1538461538462,arequipa
303,"Departamento en venta Parque Chilina, Cayma, Arequipa, 04017, Per",departamento,118500.0,-16.38135435,-71.53890721,122.7,3.0,3.0,"Parque chilina, cayma, arequipa, 04017, per","¡¡¡ VENTA !!! DEPARTAMENTO CERCA COLEGIO SAN FRANCISCO DE ASÍS - CAYMA       EL DEPARTAMENTO QUE BUSCABAS PARA TU FAMILIA       Vendo amplio departamento en el 3er nivel, está ubicado en el Distrito de Cayma, como referencia cerca del Colegio San Francisco de Asís, Óvalo Ramón Castilla y de la Avenida Bolognesi, en zona tranquila, el departamento tiene buena distribución é iluminación, con todos los documentos en regla, el departamento cuenta con la sigu ... iente distribución:        - Sala    - Comedor    - Cocina    - Baño Social     - 03 Habitaciones    - 02 Baños    - Lavandería    - SIN COCHERA     - SIN ASCENSOR        ÁREA TOTAL: 122.7 M2      PRECIO: $118,500 DÓLARES Mostrar",Amoblado: Sin amoblar Armario empotrado Cerca a avenidas principales Cerca de parques Cerca a Centro Comercial Vista panorámica,https://www.laencontre.com.pe/inmueble/91e6-9416-bb81d7d6-d79f85f37641-1273,965.7701711491442,cayma
304,"Departamento en venta Cerro Colorado, Arequipa",departamento,115000.0,-16.373248,-71.5564458,115.02,3.0,3.0,"Cerro Colorado, Arequipa","Se vende CÁLIDO e ILUMINADO  departamento a pocas cuadras del Mall Arequipa en Cerro Colorado.   Se ubica en urbanización cerrada con vigilancia 24/7, en el 4to piso (sin ascensor)   Sala comedor, espacio cómodo ingreso de luz natural.   Cocina cerrada, con reposteros empotrados altos y bajos.   Lavandería amplia dentro del departamento, con acceso al cuarto y baño de servicio   3 habitaciones con closets empotrados, en el dormitorio principal entra cama king    3 baños, todos con ducha   1 cochera   Se entrega con tanque y terma solar      Contáctame para una visita!!   Tatiana Contreras   958 500---- ... Mostrar","Amoblado: Sin amoblar Año de construcción: 2,006 Estacionamientos Cerca a Centro Comercial Cerca a Centro Comercial",https://www.laencontre.com.pe/inmueble/9a2e-a285-de3cefc3-40f02417aa5b-4796,999.8261171970092,cerro colorado
305,"Departamento en venta Cayma, Arequipa",departamento,116119.81,-16.382277,-71.550023,62.0,2.0,2.0,"Cayma, Arequipa","Gran oportunidad de vivir en condominio moderno cerca de los mall y Av. principales, el departamento, consta de 2 habitaciones en cada una entra una cama queen, con walking closet, 2 baños completos, kichenett, sala,  m cochera 12 m2","Año de construcción: 2,021 Estacionamientos Cerca de parques",https://www.laencontre.com.pe/inmueble/5146-b160-bd83a1e1-12b3ac49baa-317e,1872.9001612903226,cayma
306,"Departamento en venta Av Pumacahua 700, Cerro Colorado, Arequipa, Arequipa, Peru",departamento,80000.0,-16.377071,-71.555929,97.0,4.0,2.0,"Av pumacahua 700, cerro colorado, arequipa, arequipa, peru","Vedo amplio departamento en Cerro Colorado a espaldas del MALL AREQUIPA CENTER , ubicado en un tercer piso + los aires, en Urb cerrada con parque privado, seguridad las 24 hs, el dpto cuenta con 97 m2+ aires de 15 m2, distribuidos en 3 dormitorios con closets , cocina abierta , sala comedor, lavandería, 2 baños completos, 1 baño incorporado en el dormitorio principal, cochera , terma solar , tanque de reserva de agua    Para informes y y reservar   ... visitas comunicarse al teléfono de la publicación. Mostrar","Amoblado: Sin amoblar Cuarto de Servicio Balcón Año de construcción: 2,015 Cisterna Cerca a Centro Comercial Cerca a avenidas principales Vista panorámica",https://www.laencontre.com.pe/inmueble/383323,824.7422680412371,cerro colorado
307,"Departamento en venta Arequipa Distrito, Arequipa",departamento,87000.0,-16.3763685,-71.5536777,80.0,2.0,2.0,Arequipa,"Se vende departamento en el SEGUNDO PISO en esquina, ubicado en la Urbanización Santa Elisa, se encuentra en una zona bastante tranquila, tiene constante vigilancia, el departamento cuenta con ambientes amplios y bien distribuido, con ingreso de luz natural y ventilación, a minutos de importantes avenidas.   DISTRIBUCIÓN:   ➱ Sala – comedor   ➱ Cocina con reposteros altos y bajos   ➱ 1 dormitorio principal con baño privado y closet empotrado   ➱ 1 dormitor ... io secundario con closet empotrado   ➱ Pisos de porcelanato   ➱ Área de lavandería con instalación para terma solar   ➱ Medidores de servicio de agua y luz independientes   ➱ Estacionamiento de 12 m2       El departamento mide: 80 m2   No cuenta con ascensor      Documentos listos para transferir, sin cargas ni gravamen. Mostrar",Amoblado: Sin amoblar Armario empotrado Estacionamientos Seguridad privada Cerca a Centro Comercial,https://www.laencontre.com.pe/inmueble/a914-a09c-44c159c2-2e76ebd11b8d-4e73,1087.5,arequipa
308,"Departamento en venta Cayma, Arequipa",departamento,265000.0,-16.3841944,-71.5471586,256.49,3.0,3.0,"Cayma, Arequipa","LINDO DUPLEX UBICADO EN UN SEXTO PISO, CON VISTA HACIA EL PARQUE DE LOS ALMENDROS   PRIMER PISO   EL DEPARTAMENTO CUENTA CON SALA COMEDOR AMPLIOS Y BIEN ILUMINADOS, CON VENTANALES GRANDES, BAÑO SOCIAL, COCINA AMPLIA CON REPOSTEROS ALTOS Y BAJOS DE MELAMINE CON MESADA DE GRANITO NEGRO, CON COCINA BOCH EMPOTRADA DE 5 HORNILLAS, ADEMAS DE TENER AMPLIO ESPACIO DE ALMACENAJE; EN EL PRIMER PISO TAMBIÉN SE ENCUENTRAN UBICADAS LOS DOS DORMITORIOS SECUNDARIOS, AMBOS CUENTAN CON CLOSETS DE MELAMINE EMPOTRADOS, Y VISTA HACIA EL PARQUE LOS ALMENDROS, ESTOS COMPARTEN BAÑO COMPLETO CON DUCHA CON VIDRIO TEMPLADO.   SEGUNDO PISO   PEQUEÑO HALL DE INGRESO, DORMITORIO PRINCIPAL AMPLIO CON CLOSET DE MELANINE EMPOTRADO CON VENTANALES GRANDES, BAÑO COMPLETO CON DUCHA CON VIDRIO TEMPLADO; ZONA DE PARRILLAS CON BBQ COMPLETO, BARRA CON FRIBAR, LAVANDERIA Y CUARTO Y BAÑO DE SERVICIO.   EL DUPLEX CUENTA CON DOS COCHERAS  LINEALES EN SÓTANO.         BARBARA DEL CARPIO -  Ver teléfono ... Mostrar","Amoblado: Sin amoblar Año de construcción: 2,015 Cerca de parques",https://www.laencontre.com.pe/inmueble/316e-a773-56ba4e81-7758ecfa6294-431c,1033.1786814300751,cayma
309,"Departamento en venta Cerro Colorado, Arequipa",departamento,71994.28,-16.3746084,-71.56634,77.0,3.0,3.0,"Cerro Colorado, Arequipa","¡OPORTUNIDAD!!!   DPTO DE ESTRENO EN PRIMER PISO EN UN EDIFICIO QUE NO TIENE MAS DE 1 AÑO DE HABERSE CONSTRUIDO Y ES EN LA ARBOLEDA DE CERRO COLORADO FRENTE AL ESTADIO DE ALTO LIBERTADAD EN VENTA Y ESTA DISTRIBUIDO DE LA SGTE MANERA:   DPTO 103   ✔SALA COMEDOR    ✔COCINA DE CONCEPTO CERRADO    ✔ HABITACION PRINCIPAL CON BAÑO PRIVADO    ✔DOS HABITACIONES SECUNDARIAS    ✔BAÑO COMPLETO PARA LAS DOS HABITACIONES    ✔ AREA DE LAVANDERIA    SOLICITA UNA VISITA COMIGO Y VEN A CONOCER ESTA EXCELENTE OPCION, PRECIO EN SOLES Y SOBRE TODO QUE NO PAGAS ALCABALA   ¡NOTA !!!, SE VENDERA COMO BIEN FUTURO YA QUE EN ESTE MOMENTO ESTA EN ETAPA DE INDEPENDIZAR ... PUEDES FINANCIARLO CON EL BCP, YA ESTA VEDIDO UN 90.5% POR CIENTO E LA OBRA YA SOLO QUEDAN 2   FOTOS REFERENCIALES DPTO PILOTO      JESSICA FRANCO - 98347---- ... Mostrar","Amoblado: Sin amoblar Año de construcción: 2,022",https://www.laencontre.com.pe/inmueble/2286-aeb5-76ceea3f-480a5ef2be3-4619,934.9906493506494,cerro colorado
310,"Departamento en venta Calle Salaverry, Ag. Inmaculada, Cayma, Arequipa, 04017, Per",departamento,123000.0,-16.3766474911448,-71.55363286197128,101.85,3.0,2.0,"Calle salaverry, ag. inmaculada, cayma, arequipa, 04017, per","DEPARTAMENTO EN LA URBANIZACIÓN SANTA ELISA DE CAYMA QUE CUENTA CON VIGILANCIA PERMANENTE Y CAMARAS DE SEGURIDAD UBICADO EN TERCER PISO CON EXCELENTE ILUMINACIÓN Y CLIMA EL DEPARTAMENTO TIENE LA SIGUIENTE DISTRIBUCIÓN: SALA / COMEDOR CON BALCÓN COCINA ESTILO AMÉRICANA REPOSTEROS ALTOS Y BAJOS, MESADA DE GRANITO, ENCIMERA Y CAMPANA EXTRACTORA UNA HABITACIÓN PRINCIPAL CON CLOSETS DE PISO A TECHO Y BAÑO COMPLETO DENTRO DE LA HABITACIÓN DOS HABITACIONES SECUNDARIAS CON CLOSETS DE PISO A TECHO Y BALCÓN UN BAÑO COMPLETO QUE COMPARTEN LAS DOS HABITACIONES SECUNDARIAS DEPÓSITO EN EL SÓTANO THERMA SOLAR EL EDIFICIO TIENE ASCENSOR DESDE EL SÓTANO         AYME RAMOS -  Ver teléfono ... Mostrar","Amoblado: Semi-amoblado Año de construcción: 2,022 Cerca a avenidas principales Cerca a Centro Comercial Cerca de parques",https://www.laencontre.com.pe/inmueble/6587-a062-20acd7f5-84ac2c0ad2dd-4a40,1207.658321060383,cayma
311,"Departamento en venta Calle Renato Morales, Umacollo, Arequipa, Perú",departamento,140000.0,-16.4037028,-71.5459949,125.05,3.0,3.0,"Calle renato morales, umacollo, arequipa, perú","Exclusivo Departamento con acabados de primera, excelente iluminación en el primer piso Departamento 101.   Oportunidad de inversión en una zona residencial con acceso fácil a principales avenidas, centros comerciales, bancos y universidades.   Ubicado en el primer piso, con las siguientes distribuciones:    - Sala con piso laminado de 8mr.   - Comedor con piso laminado de 8mr.   - Baño Social con piso de porcelanato.    - 3 Habitaciones   La habitación principal con baño incorporado y cuenta con roperos empotrados con acabado de melanime, y piso de porcelanato.    Las otras 2 habitaciones cuentan con roperos empotrados con acabados en melamine y comparten un baño completo con piso de porcelanato.     - Cocina con mesada de cuarzo, reposteros altos y bajos en acabados de melamine.    - Lavandería cuenta con conexiones para terma eléctrica o a gas, poza de lavado y espacio para conexión de lavadora.   - Cerca a parque.   - Ascensor.   - Ascensor para personas discapacitadas.   Entrega del departamento en diciembre del 2023.         GILDA VALVERDE -  Ver teléfono ... Mostrar","Amoblado: Sin amoblar Año de construcción: 2,023 Cerca a avenidas principales Cerca a Centro Comercial Cerca de parques Cerca a Centro Comercial",https://www.laencontre.com.pe/inmueble/8dd6-99f0-3857e48f-e6d43f1653a4-4fe5,1119.5521791283486,umacollo
312,"Departamento en venta Kennedy, José Luis Bustamante Y Rivero, Perú",departamento,148000.0,-16.420307,-71.5304026,171.34,3.0,3.0,"Kennedy, josé luis bustamante y rivero, perú","Dúplex en venta con excelente iluminación y ubicación, cerca de parques, iglesias, centros comerciales (Mall Aventura Plaza), comercio, grifos, entidades financieras (BCP, BBVA, Interbank, Scotiabank), restaurantes, markets, centros de salud, etc.      Área total: 171.34 m2   Área construida: 119.20 m2   Área libre: 52.14 m2      Ubicado en 4to y 5to piso       Descripción:      1er nivel    Área Total: 111.50 m2 / Área Construida: 111.50 m2   - Sala    - Comedor     - Balcón   - Cocina cerrada con reposteros altos y bajos   - Baño Social     - 1 habitación principal con baño incorporado y roperos empotrado   - 2 habitaciones cuentan con roperos empotrados   - 1 baño completo que comparten las 2 habitaciones   - Gradas de acceso al segundo nivel      2do nivel   Área Total: 59.84 m2 / Área Construida: 7.70 m2   - Amplia terraza   - Lavandería cerrada   - Cuarto y baño de servicio   - Tanque elevado      GILDA VALVERDE -  Ver teléfono ... Mostrar","Amoblado: Sin amoblar Año de construcción: 2,010",https://www.laencontre.com.pe/inmueble/88e6-92fd-984f6263-3306dc5dee11-4ab5,863.7796194700595,bustamante
313,"Departamento en venta Arequipa Distrito, Arequipa",departamento,280000.0,-16.41192467,-71.54757712,194.0,4.0,4.0,Arequipa,"EN VENTA DEPARTAMENTO EN ZONA RESIDENCIAL       ••••••••••••••••••••••••••••••••••••••••••••••••••   • Ubicada en cuarto piso.   • Cuenta con vista al puente de fierro.   • Vigilancia 24 horas.   ••••••••••••••••••••••••••••••••••••••••••••••••••   • Área: 194 m²   ••••••••••••••••••••••••••••••••••••••••••••••••••   • Precio: $ 280,000 dólares    ••••••••••••••••••••••••••••••••••••••••••••••••••      Características:      • Hall recibidor.      • Sala/ Comedor con balcón.      •  ... Baño social.      • Cocina con espacio para comedor diario.      • Cuarto y baño de servicio.       • Sala de estar.      • Habitación principal con baño privado y walking closet.      • Dos habitaciones secundarias cada uno con baño privado.      •Dos estacionamientos subterráneos de 26.50 m2.      • Deposito de 3.30 m2.      • Intercomunicador.      • Tanque de agua.   •••••••••••••••••••••••••••••••••••••••••••••••••• Mostrar",Cuarto de Servicio Ascensor Seguridad privada,https://www.laencontre.com.pe/inmueble/473e-995e-36334eab-2e29521513f0-4429,1443.298969072165,arequipa
